author,ID,citation,title,year,source,doi,link,remarks
Kiriakoff S. G.,105,"Kiriakoff S. G., 1965b, Les Lépidoptères hétérocères africains de la Collection Abel Dufrane. Deuxième note: Arctiidae. vol 41 issue 21 pages 1–17",Les Lépidoptères hétérocères africains de la Collection Abel Dufrane. Deuxième note: Arctiidae.,1965,,,http://biblio.naturalsciences.be/rbins-publications/bulletin-of-the-royal-belgian-institute-of-natural-sciences/41-1965/irscnb_p4087_rbins17568_41_bulletin-21.pdf,
Heppner J. B.,106,"Heppner J. B., 1982b, Review of the family Immidae, with a world checklist (Lepidoptera: Immoidea). vol 1 issue  pages 257–279","Review of the family Immidae, with a world checklist (Lepidoptera: Immoidea).",1982,,,,
Shaffer J. C. & Solis M. A.,107,"Shaffer J. C. & Solis M. A., 1994, Pyralidae of Aldabra Atoll 2. Epipaschiinae: Lepipaschia gen. n., with a new species from Aldabra and another from Burkina Faso, West Africa. vol 25 issue  pages 311–320","Pyralidae of Aldabra Atoll 2. Epipaschiinae: Lepipaschia gen. n., with a new species from Aldabra and another from Burkina Faso, West Africa.",1994,,,,
Dall'Asta U. & Poncin G.,108,"Dall'Asta U. & Poncin G., 1980, Nouvelles espèces des genres Stenoglene Felder et Epijana Holland de l'Afrique Centrale (Eupterotidae, Lepidoptera). vol 94 issue 2 pages 457–488","Nouvelles espèces des genres Stenoglene Felder et Epijana Holland de l'Afrique Centrale (Eupterotidae, Lepidoptera).",1980,,,,
Dall'Asta U.,109,"Dall'Asta U., 1981a, Révision des espèces du genre Rahona Griveaud de l'Afrique Centrale (Lepidoptera Lymantriidae). vol 95 issue 2 pages 253–282",Révision des espèces du genre Rahona Griveaud de l'Afrique Centrale (Lepidoptera Lymantriidae).,1981,,,,
Dall'Asta U.,110,"Dall'Asta U., 1981b, Nouveaux genres et nouvelles espèces de Lymantriidae africains (Lepidoptera). vol 95 issue 4 pages 733–764",Nouveaux genres et nouvelles espèces de Lymantriidae africains (Lepidoptera).,1981,,,,
Dall'Asta U.,111,"Dall'Asta U., 1975, Mission entomologie du Musée Royal de l'Afrique Centrale aux Monts Uluguru, Tanzannie. 8. Lepidoptera Heterocera Lymantriidae. vol 89 issue 3 pages 734–736","Mission entomologie du Musée Royal de l'Afrique Centrale aux Monts Uluguru, Tanzannie. 8. Lepidoptera Heterocera Lymantriidae.",1975,,,,
Diakonoff A.,112,"Diakonoff A., 1947, Microlepidoptera from Madagascar. vol (A) 1 issue 1 pages 22–30",Microlepidoptera from Madagascar.,1947,,,,
Diakonoff A.,113,"Diakonoff A., 1958a, Zeller's types of African Tortricidae and Glyphipterygidae in the Stockholm Museum. vol 78 (1957) issue Suppl. pages 69–80",Zeller's types of African Tortricidae and Glyphipterygidae in the Stockholm Museum.,1958,,,https://www.sef.nu/download/entomologisk_tidskrift/entomologisk-tidskrift-vol-078-ar-1957/ET-1957-supp-69-80.pdf,
Diakonoff A.,114,"Diakonoff A., 1958b, Notes on Saalmüller's types of Malagassy Microlepidoptera. vol 39 issue 1/2 pages 89–90, pls 4–5",Notes on Saalmüller's types of Malagassy Microlepidoptera.,1958,,,,
Ihle S.,10545,"Ihle S., ,  vol  issue  pages ",,,,,,
Diakonoff A.,115,"Diakonoff A., 1959a, Revision of Cryptaspasma Walsingham, 1900 (Lepidoptera, Tortricidae). vol 43 issue  pages 1–60, pls. 1–13","Revision of Cryptaspasma Walsingham, 1900 (Lepidoptera, Tortricidae).",1959,,,,
Diakonoff A.,116,"Diakonoff A., 1959c, Meyrick's types of Tortricidae from Madagascar in the Vienna Museum. vol 63 issue  pages 409–413",Meyrick's types of Tortricidae from Madagascar in the Vienna Museum.,1959,,,https://www.zobodat.at/pdf/ANNA_63_0409-0413.pdf,
Fernald C. H.,117,"Fernald C. H., 1908, Genera of the Tortricidae and their types. vol  issue  pages 1–68",Genera of the Tortricidae and their types.,1908,,,,
Meyrick E.,118,"Meyrick E., 1926a, New South African Microlepidoptera. vol 23 issue 2 pages 325–351",New South African Microlepidoptera.,1926,,,https://www.biodiversitylibrary.org/page/42375601,
Diakonoff A.,119,"Diakonoff A., 1963a, Ergebnisse der Zoologischen Nubien-Expedition 1962. Teil XVI Lepidoptera; Tortricidae, Olethreutinae. vol 66 issue  pages 473–476, pl. 1","Ergebnisse der Zoologischen Nubien-Expedition 1962. Teil XVI Lepidoptera; Tortricidae, Olethreutinae.",1963,,,https://www.zobodat.at/pdf/ANNA_66_0473-0476.pdf,
Diakonoff A.,120,"Diakonoff A., 1963b, Tortricidae (Lepid.) collected in Madagascar by Dr. Fred Keiser. vol 74 issue 1 pages 133–144, pls 1–3",Tortricidae (Lepid.) collected in Madagascar by Dr. Fred Keiser.,1963,,,,
Diakonoff A.,121,"Diakonoff A., 1963c, African species of the genus Bactra (Lepidoptera, Tortricidae). vol 106 issue 7 pages 285–356","African species of the genus Bactra (Lepidoptera, Tortricidae).",1963,,,https://www.biodiversitylibrary.org/page/28272238,
Diakonoff A.,122,"Diakonoff A., 1964a, Early stages of the ""Ceracidae"" (Lepidoptera), with remarks on the true position of the group. vol 39 issue  pages 59–66, pl. 9","Early stages of the ""Ceracidae"" (Lepidoptera), with remarks on the true position of the group.",1964,,,,
Diakonoff A.,123,"Diakonoff A., 1964b, Further records and descriptions of the species of Bactra Stephens (Lepidoptera, Tortricidae). vol 70 issue 1 pages 1–81, pl. 1","Further records and descriptions of the species of Bactra Stephens (Lepidoptera, Tortricidae).",1964,,,https://repository.naturalis.nl/pub/317791,
Diakonoff A.,124,"Diakonoff A., 1965, Correction of a generic name (Lepidoptera, Tortricidae). vol 25 issue  pages 133","Correction of a generic name (Lepidoptera, Tortricidae).",1965,,,,
Diakonoff A.,125,"Diakonoff A., 1968a, Descriptions of three new genera of Olethreutinae (Lepidoptera, Tortricidae). vol 15 issue 189 pages 69–77","Descriptions of three new genera of Olethreutinae (Lepidoptera, Tortricidae).",1968,,,,
Diakonoff A.,126,"Diakonoff A., 1968b, Descriptions of Exotic Microlepidoptera. vol 43 issue 1 pages 1–5",Descriptions of Exotic Microlepidoptera.,1968,,,,
Mabille P.,127,"Mabille P., 1900, Lepidoptera nova malgassica et africana. vol 68 (1899) issue 4 pages 723–753",Lepidoptera nova malgassica et africana.,1900,,,https://www.biodiversitylibrary.org/page/8431926,
Meyrick E.,128,"Meyrick E., 1911c, Descriptions of Transvaal Micro-Lepidoptera II. vol 2 issue 4 pages 218–240",Descriptions of Transvaal Micro-Lepidoptera II.,1911,,,https://www.biodiversitylibrary.org/page/50495141,
Meyrick E.,129,"Meyrick E., 1911d, Descriptions of South African Micro-Lepidoptera. III. vol 3 issue 1 pages 63–83",Descriptions of South African Micro-Lepidoptera. III.,1911,,,https://www.biodiversitylibrary.org/page/50476969,
Walsingham Thomas de Grey,130,"Walsingham Thomas de Grey, 1881, On the Tortricidae, Tineidae and Pterophoridae of South Africa. vol 1881 issue 2 pages 219–288, pls 10–13","On the Tortricidae, Tineidae and Pterophoridae of South Africa.",1881,,,https://www.biodiversitylibrary.org/page/14698206,
Clarke J. F. G.,131,"Clarke J. F. G., 1958, Catalogue of the type specimens of Microlepidoptera in the British Museum (Natural History), described by Edward Meyrick. Vol. III. Tortricidae, Olethreutidae, Noctuidae. vol 3 issue  pages 1–600, pls 1–298","Catalogue of the type specimens of Microlepidoptera in the British Museum (Natural History), described by Edward Meyrick. Vol. III. Tortricidae, Olethreutidae, Noctuidae.",1958,,,https://www.biodiversitylibrary.org/page/42751197,
Meyrick E.,132,"Meyrick E., 1908b, Descriptions of African Micro-Lepidoptera. vol 1908 issue 3 pages 716–756",Descriptions of African Micro-Lepidoptera.,1908,,,https://www.biodiversitylibrary.org/page/31938924,
Bradley J. D.,133,"Bradley J. D., 1953a, Some important species of the genus Cryptophlebia Walsingham, 1899, with descriptions of three new species (Lepidoptera: Olethreutidae). vol 43 issue 4 pages 679–689, pls 24–25","Some important species of the genus Cryptophlebia Walsingham, 1899, with descriptions of three new species (Lepidoptera: Olethreutidae).",1953,,,,
Joannis J. de,134,"Joannis J. de, 1900a, Description d'un Microlépidoptère nouveau, nuisible au vanillier et provenant de l'île de la Réunion. vol 13 issue  pages 262–263","Description d'un Microlépidoptère nouveau, nuisible au vanillier et provenant de l'île de la Réunion.",1900,,,https://www.biodiversitylibrary.org/page/9211134,
Legrand H.,135,"Legrand H., 1966, Lépidoptères des îles Seychelles et d'Aldabra. vol (A) 37 (1965) issue  pages 1–210, pls 1–16",Lépidoptères des îles Seychelles et d'Aldabra.,1966,,,https://www.biodiversitylibrary.org/page/57485556,
Meyrick E.,136,"Meyrick E., 1910a, Descriptions of Micro-Lepidoptera from Mauritius and Chagos Isles. vol 1910 issue 3 pages 366–377",Descriptions of Micro-Lepidoptera from Mauritius and Chagos Isles.,1910,,,https://www.biodiversitylibrary.org/page/14720612,
Meyrick E.,137,"Meyrick E., 1913a, Fam. Tortricidae. – In Wytsman P. Genera Insectorum. Lepidoptera Heterocera. vol 149 issue  pages 1–81, pls 1–5",Fam. Tortricidae. – In Wytsman P. Genera Insectorum. Lepidoptera Heterocera.,1913,,,https://www.biodiversitylibrary.org/page/19426444,
Meyrick E.,138,"Meyrick E., 1921b, Descriptions of South African Micro-Lepidoptera. vol 8 issue 2 pages 49–148",Descriptions of South African Micro-Lepidoptera.,1921,,,https://www.biodiversitylibrary.org/page/50414570,
Meyrick E.,139,"Meyrick E., 1930c, Microlepidoptera of Mauritius. vol 78 issue 2 pages 309–323",Microlepidoptera of Mauritius.,1930,,,,
Meyrick E.,140,"Meyrick E., 1924a, Micro-Lepidoptera of Rodriguez. vol 1923 issue 3–4 pages 544–557",Micro-Lepidoptera of Rodriguez.,1924,,,,
Saalmüller M.,141,"Saalmüller M., 1880, Neue Lepidopteren aus Madagascar, die sich im Museum der Senckenberg'schen naturforschenden Gesellschaft befinden. vol 1879–1880 issue  pages 258–310","Neue Lepidopteren aus Madagascar, die sich im Museum der Senckenberg'schen naturforschenden Gesellschaft befinden.",1880,,,https://www.biodiversitylibrary.org/page/9666925,
Viette P.,142,"Viette P., 1948a, Catalogue des Microlépidoptères de Madagascar et des archipels environnants. vol (A) 1 issue 1 pages 31–75",Catalogue des Microlépidoptères de Madagascar et des archipels environnants.,1948,,,,
Viette P.,143,"Viette P., 1954e, Etude d'une petite collection de Lépidoptères de La Réunion. vol (2) 26 issue 4 pages 506–510",Etude d'une petite collection de Lépidoptères de La Réunion.,1954,,,https://www.biodiversitylibrary.org/page/54823303,
Viette P.,144,"Viette P., 1960e, Mission entomologique à Madagascar (été austral 1958–1959). vol 15 issue  pages 116–124, map",Mission entomologique à Madagascar (été austral 1958–1959).,1960,,,,
Viette P.,145,"Viette P., 1967a, Compte rendu de ma cinquième mission entomologique à Madagascar. vol 72 issue 3–4 pages 80–88, pls 2–5",Compte rendu de ma cinquième mission entomologique à Madagascar.,1967,,,https://www.persee.fr/doc/bsef_0037-928x_1967_num_72_3_20928,
Diakonoff A.,146,"Diakonoff A., 1956, Records and descriptions of Microlepidoptera (8). vol 29 issue  pages 1–60",Records and descriptions of Microlepidoptera (8).,1956,,,,
Meyrick E.,147,"Meyrick E., 1911e, Tortricina and Tineina. Results of the Percy Sladen Trust Expedition to the Indian Ocean in 1905. vol (2) 14 issue 3 pages 263–307",Tortricina and Tineina. Results of the Percy Sladen Trust Expedition to the Indian Ocean in 1905.,1911,,,https://www.biodiversitylibrary.org/page/16422378,
Meyrick E.,149,"Meyrick E., 1912c, Fam. Tortricidae – In: Wagner, H.: Lepidopterorum Catalogus. vol 4 issue 10 pages 1–86","Fam. Tortricidae – In: Wagner, H.: Lepidopterorum Catalogus.",1912,,,https://www.biodiversitylibrary.org/page/54932798,
Meyrick E.,150,"Meyrick E., 1932a, Exotic Microlepidoptera 4. vol 4 issue 7–11 pages 193–352",Exotic Microlepidoptera 4.,1932,,,https://www.biodiversitylibrary.org/page/60386641,
Meyrick E.,151,"Meyrick E., 1929a, The Micro-Lepidoptera of the ""St. George"" Expedition. vol 76 (1928) issue 2 pages 489–521","The Micro-Lepidoptera of the ""St. George"" Expedition.",1929,,,,
Diakonoff A.,152,"Diakonoff A., 1957b, Remarks on Cryptophlebia Walsingham and related genera (Lepidoptera, Tortricidae, Olethreutinae). vol 100 issue 2 pages 129–146","Remarks on Cryptophlebia Walsingham and related genera (Lepidoptera, Tortricidae, Olethreutinae).",1957,,,https://www.biodiversitylibrary.org/page/30310190,
Diakonoff A.,153,"Diakonoff A., 1961a, Records and descriptions of exotic Tortricoidea (Lep.). vol 130 issue  pages 49–76, pl. 1",Records and descriptions of exotic Tortricoidea (Lep.).,1961,,,,
Diakonoff A.,154,"Diakonoff A., 1974b, Exotic Tortricoidea, with descriptions of new species (Lepidoptera). vol 10 issue 1 pages 219–227","Exotic Tortricoidea, with descriptions of new species (Lepidoptera).",1974,,,https://gallica.bnf.fr/ark:/12148/bpt6k6127725d/f226.item,
Diakonoff A.,155,"Diakonoff A., 1977b, Tortricidae and Choreutidae from Réunion (Lepidoptera). vol 13 issue 1 pages 101–116",Tortricidae and Choreutidae from Réunion (Lepidoptera).,1977,,,https://gallica.bnf.fr/ark:/12148/bpt6k6124598p/f116.item,
Meyrick E.,156,"Meyrick E., 1938a, Exploration du Parc National Albert. Pterophoridae, Tortricina and Tineina. vol 14 issue  pages 3–28, pls 1–3","Exploration du Parc National Albert. Pterophoridae, Tortricina and Tineina.",1938,,,http://www.apncb.be/archives/publications/exploration-national-park-albert/exploration-national-park-albert-first-series/mission-g.-f.-de-witte-1933-1935/1938-fascicule-14-pterophoridae-tortricina-and/meyrick-complet.pdf/download/en/1/fascicule14_meyrick_1938_%20complet.pdf?action=view,
Razowski J.,157,"Razowski J., 1977, Catalogue of the generic names used in Tortricidae (Lepidoptera). vol 22 issue 6 pages 207–295",Catalogue of the generic names used in Tortricidae (Lepidoptera).,1977,,,http://www.isez.pan.krakow.pl/journals/azc/pdf/22/22_06.pdf,
Viette P. & Fletcher D. S.,158,"Viette P. & Fletcher D. S., 1968, The types of Lepidoptera Heterocera described by P. Mabille. vol 21 issue 8 pages 389–425",The types of Lepidoptera Heterocera described by P. Mabille.,1968,,,https://www.biodiversitylibrary.org/page/2251517,
Diakonoff A.,159,"Diakonoff A., 1989a, Tortricidae from Madagascar Part 2. Olethreutinae, 5 (Lepidoptera). vol 25 issue 1 pages 41–69","Tortricidae from Madagascar Part 2. Olethreutinae, 5 (Lepidoptera).",1989,,,,
Moyal P. & Tran M.,160,"Moyal P. & Tran M., 1989, Etude morphologique des stades pré-imaginaux des lépidoptères foreurs de maïs en zone des savanes de Côte-d'Ivoire. vol 25 issue 4 pages 461–472",Etude morphologique des stades pré-imaginaux des lépidoptères foreurs de maïs en zone des savanes de Côte-d'Ivoire.,1989,,,,
Diakonoff A.,161,"Diakonoff A., 1983b, Tortricidae from Madagascar Part 2. Olethreutinae, 2 (Lepidoptera). vol 19 issue 3 pages 291–310","Tortricidae from Madagascar Part 2. Olethreutinae, 2 (Lepidoptera).",1983,,,https://gallica.bnf.fr/ark:/12148/bpt6k6127895d/f302.item,
Diakonoff A.,162,"Diakonoff A., 1988a, Tortricidae from Madagascar Part 2. Olethreutinae, 3 (Lepidoptera). vol 24 issue 2 pages 161–180","Tortricidae from Madagascar Part 2. Olethreutinae, 3 (Lepidoptera).",1988,,,,
Meyrick E.,163,"Meyrick E., 1934b, The Percy Sladen and Godman Trusts Expedition to the Islands in the Gulf of Guinea, October 1932 March 1933. III. Micro-Lepidoptera. vol (10) 14 issue 82 pages 401–411","The Percy Sladen and Godman Trusts Expedition to the Islands in the Gulf of Guinea, October 1932 March 1933. III. Micro-Lepidoptera.",1934,,,,
Meyrick E.,164,"Meyrick E., 1939, New Microlepidoptera, with notes on others. vol 89 issue 4 pages 47–62","New Microlepidoptera, with notes on others.",1939,,,,
Diakonoff A.,165,"Diakonoff A., 1970b, A new Tortricid from the Seychelles Islands. vol 6 issue 4 pages 995–998",A new Tortricid from the Seychelles Islands.,1970,,,,
Diakonoff A.,166,"Diakonoff A., 1941a, Tortricidae chiefly from the collection of the Institute for Plant Diseases at Buitenzorg. vol 18 issue 2 pages 377–392",Tortricidae chiefly from the collection of the Institute for Plant Diseases at Buitenzorg.,1941,,,https://e-journal.biologi.lipi.go.id/index.php/treubia/article/view/2607/2244,
Meyrick E.,167,"Meyrick E., 1922a, Exotic Microlepidoptera 2. vol 2 issue 16–19 pages 481–608",Exotic Microlepidoptera 2.,1922,,,https://www.biodiversitylibrary.org/page/9808909,
Meyrick E.,168,"Meyrick E., 1924b, Exotic Microlepidoptera 3. vol 3 issue 3–4 pages 65–128",Exotic Microlepidoptera 3.,1924,,,https://www.biodiversitylibrary.org/page/60297425,
Viette P.,169,"Viette P., 1960a, Pyrales nouvelles ou peu connues de Madagascar et des Comores (Lep.) vol 129 issue  pages 151–177",Pyrales nouvelles ou peu connues de Madagascar et des Comores (Lep.),1960,,,https://gallica.bnf.fr/ark:/12148/bpt6k6140260h/f164.image,
